repo_id,repo_name,description,stars,forks,watchers,open_issues,size_kb,language,topics,repo_age_days,last_commit_days,releases,contributors,recent_commits,merged_prs,has_cicd,readme_length,is_fork,is_template,is_archived,has_license,has_wiki,has_pages,has_description,commit_rate,engagement_ratio,is_mature,is_active,description_length,topics_count,text_summary,label,confidence,reasoning
1240725169,Aradotso/data-skills,"Auto-generated agent skills from trending data engineering repos, by ara.so",1,0,1,0,1378,,,11,0,0,0,254,0,1,13787,0,0,0,1,1,0,1,84.67,0.1667,0,1,75,0,"Description: Auto-generated agent skills from trending data engineering repos, by ara.so. medium-sized codebase. 1 stars (very low visibility). no forks. solo project (1 contributor). 254 commits in last 90 days (~84.67/month, high activity). updated today. 11 days old (very recent). No merged pull requests recorded. No formal releases. no open issues. Has CI/CD workflows configured. detailed README (13787 chars). Wiki enabled. Has an open source license. Engagement ratio (stars+2*forks+watchers per day of age): 0.1667. Combined engineering signals: solo developer, automated CI/CD pipeline, no visible PR-review workflow, no formal releases, extensive documentation, wiki enabled, open-source license, no topics declared, young and actively developed.",junior,0.75,"Solo project with high recent commit activity and CI/CD, but no PR workflow, no releases, and very low visibility. Documentation is detailed, but the project is very young and lacks collaborative engineering practices typical of senior or lead levels."
1215321189,hijaz-07/election-snapshots,,0,0,0,0,51722,,,38,0,0,1,1000,0,0,0,0,0,0,0,1,1,0,333.33,0.0,0,1,0,0,"large codebase. no stars. no forks. solo project (1 contributor). 1000 commits in last 90 days (~333.33/month, high activity). updated today. 38 days old (recent). No merged pull requests recorded. No formal releases. no open issues. No CI/CD workflows detected. no README. Wiki enabled. GitHub Pages site published. Engagement ratio (stars+2*forks+watchers per day of age): 0.0. Combined engineering signals: solo developer, no automated CI/CD, no visible PR-review workflow, no formal releases, scarce documentation, wiki enabled, GitHub Pages site published, no topics declared, young and actively developed.",junior,0.75,"Solo developer with high recent commit activity but no CI/CD, no PR workflow, no releases, and minimal documentation. The project is young and actively developed but lacks engineering maturity indicators like automated testing, code review, or structured releases."
1247310038,n0va39/ComfyUI-LatentSpectralExpand,,1,0,1,0,11,Python,,4,0,0,2,5,0,0,7612,0,0,0,0,0,0,0,1.67,0.4,0,1,0,0,"Primary language: Python. very small codebase. 1 stars (very low visibility). no forks. 2 contributors (small team). 5 commits in last 90 days (~1.67/month, very low activity). updated today. brand new repository (less than 1 week old). No merged pull requests recorded. No formal releases. no open issues. No CI/CD workflows detected. detailed README (7612 chars). Engagement ratio (stars+2*forks+watchers per day of age): 0.4. Combined engineering signals: very small team, no automated CI/CD, no visible PR-review workflow, no formal releases, extensive documentation, no topics declared, young and actively developed.",junior,0.75,"Very small codebase, low activity, no CI/CD, no releases, but has detailed README and recent updates, indicating a functional but early-stage project with some structure."
1251899474,Jang0206-spec/movie-cinema-backend,JSP/Servlet과 MySQL을 연동한 온라인 영화 예매 시스템,0,0,0,1,2498,Java,,0,0,1,1,7,0,0,3140,0,0,0,0,1,0,1,2.33,0.0,0,1,37,0,"Description: JSP/Servlet과 MySQL을 연동한 온라인 영화 예매 시스템. Primary language: Java. medium-sized codebase. no stars. no forks. solo project (1 contributor). 7 commits in last 90 days (~2.33/month, low activity). updated today. brand new repository (less than 1 week old). No merged pull requests recorded. 1 releases published. 1 open issues (heavy issue activity). No CI/CD workflows detected. detailed README (3140 chars). Wiki enabled. Engagement ratio (stars+2*forks+watchers per day of age): 0.0. Combined engineering signals: solo developer, no automated CI/CD, no visible PR-review workflow, a few releases published, extensive documentation, wiki enabled, no topics declared, young and actively developed.",junior,0.85,"This is a functional project with a clear purpose (online movie reservation system) and good documentation, but it's a solo project with no CI/CD, no PR workflow, and low activity. It shows more structure than an intern project but lacks the practices of a senior project."
1146371056,abalroar/fidc,,0,0,0,1,20278,Python,,117,0,0,2,807,67,0,2891,0,0,0,0,1,0,0,269.0,0.0,0,1,0,0,"Primary language: Python. large codebase. no stars. no forks. 2 contributors (small team). 807 commits in last 90 days (~269.0/month, high activity). updated today. 117 days old (recent). 67 merged pull requests. No formal releases. 1 open issues (active issue tracking). No CI/CD workflows detected. detailed README (2891 chars). Wiki enabled. Engagement ratio (stars+2*forks+watchers per day of age): 0.0. Combined engineering signals: very small team, no automated CI/CD, established PR-review workflow, no formal releases, wiki enabled, no topics declared, young and actively developed.",junior,0.75,"High commit frequency and active PR workflow indicate ongoing development, but the very small team, lack of CI/CD, no formal releases, and no stars/forks suggest limited external validation and engineering maturity typical of a junior-level project."
1250746932,mambabfk/tavus1,,0,0,0,0,121,Python,,1,0,0,1,27,0,0,4693,0,0,0,0,1,0,0,9.0,0.0,0,1,0,0,"Primary language: Python. small codebase. no stars. no forks. solo project (1 contributor). 27 commits in last 90 days (~9.0/month, moderate activity). updated today. brand new repository (less than 1 week old). No merged pull requests recorded. No formal releases. no open issues. No CI/CD workflows detected. detailed README (4693 chars). Wiki enabled. Engagement ratio (stars+2*forks+watchers per day of age): 0.0. Combined engineering signals: solo developer, no automated CI/CD, no visible PR-review workflow, no formal releases, extensive documentation, wiki enabled, no topics declared, young and actively developed.",junior,0.85,"Solo developer, moderate activity, no CI/CD or PR workflow, but has detailed README and wiki, indicating functional project with some structure but lacking mature engineering practices."
1239440181,tfexff/tfex-data,,0,0,0,0,6577,,,12,0,0,1,1000,0,0,11,0,0,0,0,1,0,0,333.33,0.0,0,1,0,0,"medium-sized codebase. no stars. no forks. solo project (1 contributor). 1000 commits in last 90 days (~333.33/month, high activity). updated today. 12 days old (very recent). No merged pull requests recorded. No formal releases. no open issues. No CI/CD workflows detected. minimal README (11 chars). Wiki enabled. Engagement ratio (stars+2*forks+watchers per day of age): 0.0. Combined engineering signals: solo developer, no automated CI/CD, no visible PR-review workflow, no formal releases, scarce documentation, wiki enabled, no topics declared, young and actively developed.",junior,0.85,"High commit frequency suggests active development, but solo contributor, no CI/CD, no releases, minimal README, and no PR workflow indicate a junior-level project with basic structure and limited engineering maturity."
1247345325,lepartip/ArcDuel,,0,0,0,0,74,TypeScript,,4,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0.67,0.0,0,1,0,0,"Primary language: TypeScript. very small codebase. no stars. no forks. solo project (1 contributor). 2 commits in last 90 days (~0.67/month, very low activity). updated today. brand new repository (less than 1 week old). No merged pull requests recorded. No formal releases. no open issues. No CI/CD workflows detected. no README. Wiki enabled. Engagement ratio (stars+2*forks+watchers per day of age): 0.0. Combined engineering signals: solo developer, no automated CI/CD, no visible PR-review workflow, no formal releases, scarce documentation, wiki enabled, no topics declared, young and actively developed.",intern,0.95,"Very small codebase, solo developer, no CI/CD, no documentation, no releases, and very low activity despite being brand new. This indicates a learning or early-stage project."
1229360366,xingao0612/my-img-bed,,0,0,0,0,2781254,,,23,0,0,1,1000,0,0,12,0,0,0,0,1,0,0,333.33,0.0,0,1,0,0,"very large codebase. no stars. no forks. solo project (1 contributor). 1000 commits in last 90 days (~333.33/month, high activity). updated today. 23 days old (very recent). No merged pull requests recorded. No formal releases. no open issues. No CI/CD workflows detected. minimal README (12 chars). Wiki enabled. Engagement ratio (stars+2*forks+watchers per day of age): 0.0. Combined engineering signals: solo developer, no automated CI/CD, no visible PR-review workflow, no formal releases, scarce documentation, wiki enabled, no topics declared, young and actively developed.",junior,0.75,"Despite high recent commit activity, the repository is a solo project with no CI/CD, no formal releases, minimal documentation, and no PR workflow, indicating a junior-level engineering maturity."
1186625058,pepijn2/test,tes,0,0,0,0,53930,,,69,0,0,1,1000,0,0,135,0,0,0,0,1,0,1,333.33,0.0,0,1,3,0,"Description: tes. large codebase. no stars. no forks. solo project (1 contributor). 1000 commits in last 90 days (~333.33/month, high activity). updated today. 69 days old (recent). No merged pull requests recorded. No formal releases. no open issues. No CI/CD workflows detected. minimal README (135 chars). Wiki enabled. Engagement ratio (stars+2*forks+watchers per day of age): 0.0. Combined engineering signals: solo developer, no automated CI/CD, no visible PR-review workflow, no formal releases, scarce documentation, wiki enabled, no topics declared, young and actively developed.",junior,0.85,"High commit frequency and recent activity suggest active development, but solo contributor, no CI/CD, no PRs, no releases, and minimal documentation indicate a junior-level project with basic structure and limited engineering maturity."
1138742995,gkfla2020-bit/gkfla2020-bit.github.io,,1,0,1,0,136561,HTML,,127,0,0,1,178,0,0,0,0,0,0,0,1,1,0,59.33,0.0156,0,1,0,0,"Primary language: HTML. very large codebase. 1 stars (very low visibility). no forks. solo project (1 contributor). 178 commits in last 90 days (~59.33/month, high activity). updated today. 127 days old (recent). No merged pull requests recorded. No formal releases. no open issues. No CI/CD workflows detected. no README. Wiki enabled. GitHub Pages site published. Engagement ratio (stars+2*forks+watchers per day of age): 0.0156. Combined engineering signals: solo developer, no automated CI/CD, no visible PR-review workflow, no formal releases, scarce documentation, wiki enabled, GitHub Pages site published, no topics declared, young and actively developed.",junior,0.75,"Solo developer with high recent commit activity but no CI/CD, no PR workflow, no releases, and minimal documentation. The project is actively developed but lacks engineering maturity indicators like automated testing, code review, or structured releases."
1199591619,swimngolf/survivor-dashboard,Snyder's Survivor Dashboard Picks and Analysis,0,0,0,0,6366,HTML,,55,0,0,1,1000,0,0,0,0,0,0,0,1,1,1,333.33,0.0,0,1,46,0,"Description: Snyder's Survivor Dashboard Picks and Analysis. Primary language: HTML. medium-sized codebase. no stars. no forks. solo project (1 contributor). 1000 commits in last 90 days (~333.33/month, high activity). updated today. 55 days old (recent). No merged pull requests recorded. No formal releases. no open issues. No CI/CD workflows detected. no README. Wiki enabled. GitHub Pages site published. Engagement ratio (stars+2*forks+watchers per day of age): 0.0. Combined engineering signals: solo developer, no automated CI/CD, no visible PR-review workflow, no formal releases, wiki enabled, GitHub Pages site published, no topics declared, young and actively developed.",junior,0.75,"Solo project with high recent commit activity and GitHub Pages site, but lacks CI/CD, formal releases, PR workflow, and README, indicating functional but not yet mature engineering practices."
1231461224,wqiin/IASHost_rebuild,,0,0,0,0,3221,C++,,21,0,0,1,3,0,0,0,0,0,0,0,1,0,0,1.0,0.0,0,1,0,0,"Primary language: C++. medium-sized codebase. no stars. no forks. solo project (1 contributor). 3 commits in last 90 days (~1.0/month, very low activity). updated today. 21 days old (very recent). No merged pull requests recorded. No formal releases. no open issues. No CI/CD workflows detected. no README. Wiki enabled. Engagement ratio (stars+2*forks+watchers per day of age): 0.0. Combined engineering signals: solo developer, no automated CI/CD, no visible PR-review workflow, no formal releases, scarce documentation, wiki enabled, no topics declared, young and actively developed.",junior,0.85,"Solo project with recent activity and a medium-sized C++ codebase, but lacks CI/CD, documentation, releases, and PR workflow, indicating a functional but early-stage project."
1219404931,palenuxukunbjwqftjbnnkft/ethereum-dapp-boilerplate,"Full-stack Ethereum dApp starter with Phantom/MetaMask connection, contract calls and event listening",2,0,2,0,15699,Solidity,"boilerplate, dapp, ethereum, ethers-js, metamask, nextjs, phantom, react, smart-contract, typescript, wagmi, web3",34,0,0,1,1000,0,0,3578,0,0,0,1,1,0,1,333.33,0.1143,0,1,101,12,"Description: Full-stack Ethereum dApp starter with Phantom/MetaMask connection, contract calls and event listening. Primary language: Solidity. Topics: boilerplate, dapp, ethereum, ethers-js, metamask, nextjs, phantom, react, smart-contract, typescript, wagmi, web3. large codebase. 2 stars (very low visibility). no forks. solo project (1 contributor). 1000 commits in last 90 days (~333.33/month, high activity). updated today. 34 days old (recent). No merged pull requests recorded. No formal releases. no open issues. No CI/CD workflows detected. detailed README (3578 chars). Wiki enabled. Has an open source license. Engagement ratio (stars+2*forks+watchers per day of age): 0.1143. Combined engineering signals: solo developer, no automated CI/CD, no visible PR-review workflow, no formal releases, extensive documentation, wiki enabled, open-source license, well-tagged with topics, young and actively developed.",template,0.85,"The repository is described as a 'starter' and 'boilerplate' with topics like 'boilerplate' and 'dapp'. It has a large codebase but very low visibility (2 stars, no forks), solo contributor, no CI/CD, no PRs, no releases, and is only 34 days old. Despite high recent commit activity and good documentation, the core purpose is a starter template, not an original engineering project."
1250528488,a3weshgpmondqbry/hujcpx,,0,0,0,0,91682,,,1,0,0,1,1000,0,0,0,0,0,0,0,1,0,0,333.33,0.0,0,1,0,0,"large codebase. no stars. no forks. solo project (1 contributor). 1000 commits in last 90 days (~333.33/month, high activity). updated today. brand new repository (less than 1 week old). No merged pull requests recorded. No formal releases. no open issues. No CI/CD workflows detected. no README. Wiki enabled. Engagement ratio (stars+2*forks+watchers per day of age): 0.0. Combined engineering signals: solo developer, no automated CI/CD, no visible PR-review workflow, no formal releases, scarce documentation, wiki enabled, no topics declared, young and actively developed.",junior,0.75,"High commit frequency and recent activity suggest active development, but solo contributor, no CI/CD, no releases, no README, and no PR workflow indicate a project in early stages with limited engineering maturity, fitting the junior profile."
1247637358,davidochieng2345678-afk/SeoMastery.World,,0,0,0,0,123,HTML,,4,0,0,1,34,0,0,18,0,0,0,0,1,1,0,11.33,0.0,0,1,0,0,"Primary language: HTML. small codebase. no stars. no forks. solo project (1 contributor). 34 commits in last 90 days (~11.33/month, moderate activity). updated today. brand new repository (less than 1 week old). No merged pull requests recorded. No formal releases. no open issues. No CI/CD workflows detected. minimal README (18 chars). Wiki enabled. GitHub Pages site published. Engagement ratio (stars+2*forks+watchers per day of age): 0.0. Combined engineering signals: solo developer, no automated CI/CD, no visible PR-review workflow, no formal releases, scarce documentation, wiki enabled, GitHub Pages site published, no topics declared, young and actively developed.",junior,0.75,"Solo developer with moderate recent commits and active development, but lacks CI/CD, formal releases, PR workflow, and has minimal documentation. The presence of GitHub Pages and wiki suggests some structure, but overall maturity is low."
1219545202,petrahoney/quantum-trading-Quantex,,0,0,0,0,272,JavaScript,,34,0,0,2,27,0,0,7560,0,0,0,0,0,0,0,9.0,0.0,0,1,0,0,"Primary language: JavaScript. small codebase. no stars. no forks. 2 contributors (small team). 27 commits in last 90 days (~9.0/month, moderate activity). updated today. 34 days old (recent). No merged pull requests recorded. No formal releases. no open issues. No CI/CD workflows detected. detailed README (7560 chars). Engagement ratio (stars+2*forks+watchers per day of age): 0.0. Combined engineering signals: very small team, no automated CI/CD, no visible PR-review workflow, no formal releases, extensive documentation, no topics declared, young and actively developed.",junior,0.85,"Small team, moderate recent commits, detailed README, but no CI/CD, no releases, no PR workflow, and very low engagement. This indicates a functional but early-stage project with some structure, fitting the junior category."
1176818741,Shahji-01/Shahji-01,,0,0,0,0,274,,,79,0,0,2,107,0,1,5247,0,0,0,0,1,0,0,35.67,0.0,0,1,0,0,"small codebase. no stars. no forks. 2 contributors (small team). 107 commits in last 90 days (~35.67/month, high activity). updated today. 79 days old (recent). No merged pull requests recorded. No formal releases. no open issues. Has CI/CD workflows configured. detailed README (5247 chars). Wiki enabled. Engagement ratio (stars+2*forks+watchers per day of age): 0.0. Combined engineering signals: very small team, automated CI/CD pipeline, no visible PR-review workflow, no formal releases, extensive documentation, wiki enabled, no topics declared, young and actively developed.",junior,0.75,"Small team, active development, CI/CD present, and detailed README indicate some structure, but no PR workflow, no releases, and very low community engagement suggest junior-level maturity."
1122366802,DaewooKim/daily-ai-news-brief,,1,0,1,0,197080,Python,,154,0,0,1,1000,0,0,21,0,0,0,0,1,0,0,333.33,0.0129,0,1,0,0,"Primary language: Python. very large codebase. 1 stars (very low visibility). no forks. solo project (1 contributor). 1000 commits in last 90 days (~333.33/month, high activity). updated today. 154 days old (recent). No merged pull requests recorded. No formal releases. no open issues. No CI/CD workflows detected. minimal README (21 chars). Wiki enabled. Engagement ratio (stars+2*forks+watchers per day of age): 0.0129. Combined engineering signals: solo developer, no automated CI/CD, no visible PR-review workflow, no formal releases, scarce documentation, wiki enabled, no topics declared, young and actively developed.",junior,0.85,"Solo project with high recent commit activity but lacks CI/CD, formal releases, PR workflow, and documentation. The codebase is large but the engineering practices are immature, fitting the junior category."
1251829071,PaintBench/PaintBench,Deterministic Evaluation of Precise Visual Editing,1,0,1,0,808,Python,"benchmark, computer-vision, dataset, diffusion-models, evaluation, generative-models, graphics, image-editing, multimodal, synthetic-data, visual-editing",0,0,0,1,1,0,1,12528,0,0,0,1,0,0,1,0.33,2.0,0,1,50,11,"Description: Deterministic Evaluation of Precise Visual Editing. Primary language: Python. Topics: benchmark, computer-vision, dataset, diffusion-models, evaluation, generative-models, graphics, image-editing, multimodal, synthetic-data, visual-editing. small codebase. 1 stars (very low visibility). no forks. solo project (1 contributor). 1 commits in last 90 days (~0.33/month, very low activity). updated today. brand new repository (less than 1 week old). No merged pull requests recorded. No formal releases. no open issues. Has CI/CD workflows configured. detailed README (12528 chars). Has an open source license. Engagement ratio (stars+2*forks+watchers per day of age): 2.0. Combined engineering signals: solo developer, automated CI/CD pipeline, no visible PR-review workflow, no formal releases, extensive documentation, open-source license, well-tagged with topics, young and actively developed.",junior,0.75,"The repository is a solo project with a small codebase, very low visibility, and minimal activity, but it has a detailed README, CI/CD workflows, and an open-source license, indicating some structure and good practices. However, it lacks formal releases, PR reviews, and has very few commits, placing it at a junior level rather than senior or lead."
506107965,ghostwriter/collection,Provides a Collection implementation for PHP,3,0,3,0,53578,PHP,"collection, ghostwriter",1435,0,18,1,416,300,1,2098,0,0,0,1,0,0,1,138.67,0.0042,1,1,44,2,"Description: Provides a Collection implementation for PHP. Primary language: PHP. Topics: collection, ghostwriter. large codebase. 3 stars (very low visibility). no forks. solo project (1 contributor). 416 commits in last 90 days (~138.67/month, high activity). updated today. 3.9 years old (mature repository). 300 merged pull requests. 18 releases published. no open issues. Has CI/CD workflows configured. detailed README (2098 chars). Has an open source license. Engagement ratio (stars+2*forks+watchers per day of age): 0.0042. Combined engineering signals: solo developer, automated CI/CD pipeline, established PR-review workflow, regular release cadence, open-source license, mature and currently active.",senior,0.85,"Despite being a solo project with low visibility, the repository demonstrates strong engineering maturity: 416 commits in 90 days, 300 merged PRs, 18 releases, CI/CD, detailed README, and open-source license. The high activity and structured practices align with senior-level quality, though the solo nature and low engagement prevent it from reaching lead-level."
1244101844,EffortlessMetrics/perl-lsp-swarm,,0,0,0,15,386533,Rust,,8,0,0,22,1000,255,1,8615,0,0,0,1,1,0,0,333.33,0.0,0,1,0,0,"Primary language: Rust. very large codebase. no stars. no forks. 22 contributors (large team). 1000 commits in last 90 days (~333.33/month, high activity). updated today. 8 days old (very recent). 255 merged pull requests. No formal releases. 15 open issues (heavy issue activity). Has CI/CD workflows configured. detailed README (8615 chars). Wiki enabled. Has an open source license. Engagement ratio (stars+2*forks+watchers per day of age): 0.0. Combined engineering signals: multi-contributor team, automated CI/CD pipeline, established PR-review workflow, no formal releases, extensive documentation, wiki enabled, open-source license, no topics declared, young and actively developed.",senior,0.85,"Despite being very young (8 days), the repository exhibits senior-level engineering practices: large team (22 contributors), high commit activity (1000 commits in 90 days), extensive PR workflow (255 merged PRs), CI/CD, detailed README, wiki, and open-source license. The lack of formal releases and stars is typical for a very new project, but the structure and processes indicate maturity beyond junior level."
1244621289,alexandrinabaltag569-del/cukujt,,0,0,0,0,18371,,,7,0,0,1,1000,0,0,0,0,0,0,0,1,0,0,333.33,0.0,0,1,0,0,"large codebase. no stars. no forks. solo project (1 contributor). 1000 commits in last 90 days (~333.33/month, high activity). updated today. brand new repository (less than 1 week old). No merged pull requests recorded. No formal releases. no open issues. No CI/CD workflows detected. no README. Wiki enabled. Engagement ratio (stars+2*forks+watchers per day of age): 0.0. Combined engineering signals: solo developer, no automated CI/CD, no visible PR-review workflow, no formal releases, scarce documentation, wiki enabled, no topics declared, young and actively developed.",junior,0.75,"High commit frequency and recent activity indicate active development, but the lack of CI/CD, documentation, PR workflow, and solo contribution suggest a junior-level project with functional code but immature engineering practices."
